VarName1,VarName2,VarName3,VarName4,VarName5,VarName6,VarName7,VarName8,VarName9,VarName10,M,M1,M2,min,min1,min2,VarName17,VarName18,VarName19,VarName20,VarName21,VarName22,VarName23,VarName24,VarName25,VarName26,VarName27,VarName28,VarName29,VarName30,VarName31,VarName32,VarName33,VarName34,VarName35,VarName36,VarName37,VarName38,VarName39,G,VarName41,VarName42,VarName43,G1,G2
2689433073804,25830007088,先生,56,3,6,大众用户,48.56,260.34,45.69,1159.24,1338.27,284.19,568,398,231,118.2,927.23,399,0.96,12.14,4.69,0,0,0,1,0,100,1,1,1,0,0,68,68,0,0.79,0,1,576,2,0,1,0,0
2697537947010,30458760776,女士,45,1,1,大众用户,48.82,28.1,22.5,950.15,5304.55,2227.8,539,155,246,33.14,2827.5,313.33,30.02,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,18,18,0,0,0,0,NaN,1,0,0,0,0
2697626639727,30951805518,先生,41,1,1,校园用户,19,15,15,304.95,0,0,174,0,0,16.33,101.65,58,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,18,18,0,0,0,1,NaN,0,0,0,0,0
2697416427488,27358355316,女士,54,3,1,大众用户,23.05,26.35,20.65,2.34,0,0,215,412,359,23.35,0.78,328.67,4.05,7.35,1.65,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,1,NaN,1,0,0,1,1
2697459136156,30458689601,女士,33,3,1,大众用户,19,19,19,0,0.04,0.02,361,287,188,19,0.02,278.67,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,1,NaN,1,0,0,0,0
2697420868963,27358628164,女士,59,3,1,大众用户,39.1,39.2,39,10831.76,4397.68,1457.4,130,168,197,39.1,5562.28,165,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,38,38,0,0,0,0,NaN,1,0,0,0,0
2689431676032,25762747037,先生,33,4,9,大众用户,106.8,101.3,101.8,0,0.03,0.03,217,129,182,103.3,0.02,176,0,0,0,0,0,0,1,0,100,1,1,0,0,0,88,88,0,0,0,1,NaN,1,0,0,1,0
2697646049670,25885777191,女士,57,NaN,1,大众用户,48,48,209,989.01,393.65,836.87,507,248,256,101.67,739.84,337,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,68,68,0,0.35,0,1,NaN,1,0,0,0,1
2697481141225,27337570685,先生,45,4,1,农村用户,68,68.1,68,269.27,5270.29,0.61,325,73,178,68.03,1846.72,192,0,0,0,0,0,0,0,0,NaN,NaN,0,0,1,0,68,68,79.67,55.28,31.39,1,NaN,1,0,0,0,0
2689412758404,25743549584,先生,58,4,16,集团用户,100.86,100.93,100.74,5634.82,6628.48,4727.5,430,452,400,100.84,5663.6,427.33,1.76,1.13,1.04,0,0,0,0,0,NaN,NaN,0,0,0,1,99,99,0,0,0,1,NaN,1,0,0,0,1
2697495400752,30959147740,先生,38,3,1,农村用户,27.09,18.83,26.4,0.26,0.23,0.09,593,387,566,24.11,0.19,515.33,18,9.75,17.4,0.09,0.08,0,0,0,NaN,NaN,0,0,0,0,8,8,0,0,0,0,NaN,0,0,0,0,0
2697503773613,26131368060,先生,50,3,1,大众用户,58.4,58.2,58.2,4047.41,5355.17,7651.4,530,444,562,58.27,5684.66,512,0,0,0,0,0,0,1,0,100,1,1,0,0,0,68,68,0,0,0,1,NaN,1,0,0,0,0
2689431119790,26231465955,先生,51,4,1,集团用户,130,140,140,4748.77,5397.08,5319.56,316,392,660,136.67,5155.14,456,0,0,0,0,0,0,1,0,100,1,1,0,0,0,99,99,11.58,26.35,25.98,1,NaN,0,0,0,1,1
2697446749317,27458443142,女士,46,3,1,集团用户,69.1,69,69,8234.08,6174.67,5038.5,326,342,231,69.03,6482.42,299.67,0,0,0,0,0,0,1,0,100,1,1,0,0,1,68,68,80.41,60.3,49.21,1,NaN,1,0,0,0,0
2697468973689,28037597994,先生,51,3,1,大众用户,99,99,99,6488.8,7277.51,9164.55,66,61,100,99,7643.62,75.67,0,0,0,0,0,0,1,0,100,1,1,0,0,1,98,98,54.43,51.62,69.21,1,NaN,1,0,0,0,0
2697499468127,27319733142,女士,30,3,1,大众用户,69,69.3,86.01,0.01,1660.32,5210.85,131,352,620,74.77,2290.39,367.67,0,0,16.91,0,0,0,1,0,100,1,1,1,1,1,68,68,0,16.22,50.89,1,NaN,1,0,0,0,0
2697417739729,26218983491,女士,54,3,1,集团用户,19,19,19,0,0,0,109,49,57,19,0,71.67,0,0,0,0,0,0,1,0,100,1,1,0,0,1,18,18,0,0,0,1,NaN,1,0,0,0,0
2697452068824,25687720445,女士,53,3,1,大众用户,12.3,12.4,10.4,0,0,0,281,177,152,11.7,0,203.33,6.2,6.4,4.4,0,0,0,0,0,NaN,NaN,0,0,0,0,6,6,0,0,0,1,NaN,1,0,0,0,0
2697439558443,27259077400,先生,31,3,1,农村用户,14.97,18.96,28.2,0.24,0,0.48,136,222,277,20.71,0.24,211.67,4.97,8.96,18.2,0,0,0,0,0,NaN,NaN,0,0,0,0,9,9,0,0,0,0,NaN,0,0,0,0,0
2697481089508,30560352636,先生,37,4,1,大众用户,105.3,105,105,0.06,0.12,0.05,272,480,364,105.1,0.08,372,0,0,0,0,0,0,1,0,100,1,1,1,0,1,98,98,7.51,95.12,0.08,1,NaN,1,0,0,0,0
2697639832209,26218524258,先生,22,3,1,大众用户,67.2,67,67,2165.37,6091.56,4515.46,437,162,260,67.07,4257.46,286.33,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,58,58,0,0,0,0,NaN,1,0,0,0,0
2697444642557,27260534369,先生,47,3,1,农村用户,8.01,8,8,0.03,0.03,0,277,340,275,8,0.02,297.33,0,0,0,0.01,0,0,0,0,NaN,NaN,0,0,0,0,8,8,0,0,0,0,NaN,1,0,0,0,0
2697492670373,25870703072,先生,47,3,1,大众用户,34,34,19,1014.34,1286.35,0,11,47,2,29,766.9,20,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,NaN,0,0,0,NaN,1,0,0,0,0
2697513277903,26231638428,女士,34,2,1,大众用户,16.35,32.7,11.7,0,0,0,72,215,110,20.25,0,132.33,7.35,23.7,2.7,0,0,0,0,0,NaN,NaN,0,0,0,0,9,9,0,0,0,0,NaN,0,0,0,0,0
2697622985786,27321895484,先生,27,3,1,集团用户,169,168,168,7315.49,2071.63,10338.97,0,8,0,168.33,6575.36,2.67,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,169,169,0,5.01,25.29,1,NaN,1,0,0,0,0
2697415837283,27358580288,先生,28,3,1,农村用户,59,59,59,2650.81,2774.67,2670.95,155,206,93,59,2698.81,151.33,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,58,58,0,0,0,1,NaN,1,0,0,0,0
2697529424664,25988069493,先生,37,2,1,农村用户,18,21,18,0,1234.31,0,31,32,23,19,411.44,28.67,0,0,0,0,3,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,0,NaN,1,0,0,0,0
2697431964862,28061700155,女士,51,3,1,大众用户,28,28,28.6,0.09,3.04,0.12,371,287,590,28.2,1.08,416,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,28,18,0,0,0,0,NaN,1,0,0,0,0
2697527801651,27958701602,先生,47,2,1,农村用户,70,70,70,18166.16,5344.26,1.81,44,58,21,70,7837.41,41,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,18,18,0,0,0,1,NaN,1,0,0,0,0
2689412450568,26043554827,先生,51,4,16,大众用户,94.32,94.32,92.5,9694.34,3052.33,4604.79,542,543,690,93.71,5783.82,591.67,1.72,0.92,1.2,0,0,0,1,0,100,1,1,1,0,0,99,99,47.34,14.24,22.49,1,NaN,2,0,0,0,0
2697482137614,30958321945,先生,32,4,1,集团用户,73,73,73.2,959.77,748.62,579.13,21,64,100,73.07,762.51,61.67,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,68,68,9.37,7.3,5.62,1,NaN,1,0,0,0,0
2697483803566,26231664593,先生,28,4,1,大众用户,110.2,110.3,110.4,7870.04,7434.91,4815.16,542,698,524,110.3,6706.7,588,0,0,0,0,0,0,1,0,200,1,1,0,0,1,99,99,47.41,NaN,52.29,0,NaN,1,0,0,0,0
2697548765692,27965522672,女士,40,2,1,大众用户,24.8,52.3,43.65,0,1333.03,666.28,32,99,66,40.25,666.44,65.67,1.8,3.3,1.65,0,0,0,0,1,NaN,NaN,0,0,0,0,18,18,0,0,0,0,NaN,0,0,0,0,1
2697497354707,27965255241,先生,28,4,1,大众用户,180,176.9,177.1,5422.34,6991.98,5463.76,550,478,681,178,5959.36,569.67,0,0,0,0,0,0,1,0,100,1,1,0,0,1,99,99,18.1,34.14,26.68,1,NaN,1,0,0,0,0
2689436697153,26118582116,女士,35,4,1,大众用户,100.6,102.3,100.1,5279.73,7470,6115.63,619,689,796,101,6288.45,701.33,0,0,0,0,0,0,1,0,100,1,1,0,1,1,98,98,0,0,0,1,NaN,1,0,0,0,0
2697494327382,26231893869,先生,50,3,1,农村用户,30.83,64.09,23.04,38.45,246.55,66.1,151,171,35,39.32,117.03,119,10.83,11.4,3.04,0,32.69,0,0,0,NaN,NaN,0,0,0,1,18,18,38.46,0,66.13,1,NaN,1,0,0,0,0
2697513689727,30458623535,女士,46,2,1,大众用户,28.26,26.93,24.84,0,0,0,218,262,118,26.68,0,199.33,10.26,8.93,6.84,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,0,NaN,0,0,0,0,0
2697449297802,25687285779,先生,38,3,1,农村用户,33,33,33,0.06,0.07,0.01,78,80,84,33,0.05,80.67,0,0,0,0,0,0,1,0,60,1,1,0,0,0,18,18,0,0,0.02,1,NaN,0,0,0,0,0
2697436911330,27450475370,女士,57,3,1,大众用户,8,24.06,100.53,34.33,350.1,11928.12,440,575,420,44.2,4104.18,478.33,0,15.96,7.6,0,0,84.93,0,0,NaN,NaN,0,0,0,1,8,8,0,0,0,1,NaN,1,0,0,0,0
2697575333085,25883609605,女士,48,3,1,大众用户,114.3,114,114.2,159.32,30.29,18.39,229,190,253,114.17,69.33,224,0,0,0,0,0,0,1,0,100,1,1,0,0,1,99,99,0.6,6.66,2.16,1,NaN,2,0,0,0,0
2694518428243,25863718980,先生,50,4,1,大众用户,69,69.3,69,1145.37,2175.92,903.35,164,172,269,69.1,1408.21,201.67,0,0,0,0,0,0,1,0,100,1,1,1,0,1,68,68,0,0,0,1,NaN,1,0,0,0,0
2697429682834,26231523512,先生,43,3,1,农村用户,249.59,205.72,116.69,944.9,840.16,501.41,276,132,280,190.67,762.16,229.33,16.53,3.04,12.16,187.06,156.68,58.43,0,0,NaN,NaN,0,0,0,0,38,38,NaN,NaN,NaN,1,NaN,1,0,0,0,0
2697545418792,25913667992,女士,56,3,1,大众用户,69,69.1,69,335.06,3309.14,4782.34,77,62,74,69.03,2808.85,71,0,0,0,0,0,0,1,0,100,1,1,0,0,1,68,68,3.27,31.57,46.28,1,NaN,1,0,0,0,0
2697417357625,27358729490,女士,36,3,1,农村用户,19.16,22.16,30.04,0,0.2,0,32,93,321,23.79,0.07,148.67,0.96,4.16,12.04,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,1,NaN,1,0,0,0,0
2697433372062,30958735489,先生,55,3,1,农村用户,26.02,73.14,67.8,11.66,14.57,0,430,606,579,55.65,8.74,538.33,10.68,57,55.8,3.34,4.14,0,0,0,NaN,NaN,0,0,0,0,12,12,0,0,0,1,NaN,1,0,0,0,0
2697482555495,30951927747,女士,55,3,1,农村用户,51,51,50.51,3.7,0.05,0.05,177,132,155,50.84,1.27,154.67,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,38,38,0,0,0,0,NaN,1,0,0,0,0
2697645367142,27331204263,先生,31,NaN,1,大众用户,47,47,47,1231.77,770.54,2794.74,147,97,116,47,1599.02,120,0,0,0,0,0,0,0,0,NaN,NaN,0,1,0,0,68,68,0,0,0,1,NaN,1,0,0,0,0
2697458626790,27359040355,女士,47,4,1,农村用户,99,101.32,99,3421.42,8.33,15.4,551,340,202,99.77,1148.38,364.33,0,2.32,0,0,0,0,1,0,100,1,1,0,0,0,99,99,NaN,18.88,48.68,1,1132337691,2,0,1,1,1
2697447843797,26118672187,女士,48,4,1,大众用户,108.76,101,101,5647.42,5167.44,6442.44,1525,932,1071,103.59,5752.43,1176,7.76,0,0,0,0,0,1,0,100,1,1,0,1,1,98,98,0,0,0,1,NaN,1,0,0,0,0
2689413911031,26118323928,先生,55,3,16,农村用户,52.97,42.52,45.18,2078.24,980.05,942.32,301,285,313,46.89,1333.54,299.67,11.97,1.52,4.18,0,0,0,0,0,NaN,NaN,1,0,0,0,38,38,0,0,46.02,1,NaN,1,0,0,0,0
2697575205082,30952244386,先生,36,2,1,大众用户,37.2,36.6,46.35,139.45,266.08,305.85,17,161,273,40.05,237.13,150.33,1.2,6.6,10.35,0,0,0,0,0,NaN,NaN,0,0,0,0,8,8,0,0,0,0,NaN,1,0,0,0,0
2697543714132,31110410847,女士,55,2,1,校园用户,86.5,83,83.1,924.57,4674.25,3711.51,1258,242,73,84.2,3103.44,524.33,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,68,68,0,0,0,1,NaN,0,0,1,0,0
2697511090377,27358294705,女士,50,2,1,农村用户,25.25,17.74,20.59,0,0,0,367,340,379,21.19,0,362,16.15,8.74,11.59,0,0,0,0,0,NaN,NaN,0,0,0,0,8,8,0,0,0,1,NaN,1,0,0,0,0
2697417576904,27331135457,女士,51,3,1,大众用户,128.3,185.54,39.02,91.25,4913.84,111,608,371,96,117.62,1705.36,358.33,95.76,60.04,12.35,23.54,95.61,17.67,0,0,NaN,NaN,0,0,0,0,8,8,0,0,0,1,NaN,1,0,0,0,0
2694515455413,25735558082,女士,35,3,1,集团用户,43.33,23.93,21.88,2191.4,1170.36,583.9,83,113,111,29.71,1315.22,102.33,3.6,4.93,2.88,20.73,0,0,0,0,NaN,NaN,0,0,0,1,10,10,0,0,0,1,NaN,1,0,0,0,1
2689416275124,26132137886,先生,56,3,15,集团用户,58,58,58,4810.75,4976.79,9569.22,458,398,480,58,6452.25,445.33,0,0,0,0,0,0,1,0,100,1,1,1,0,1,68,68,46.88,48.51,93.35,1,NaN,1,0,0,0,0
2697447065927,27448952425,先生,45,3,1,农村用户,68.1,68.1,68,3281.57,4831.29,4206.09,341,271,378,68.07,4106.32,330,0,0,0,0,0,0,1,0,100,1,1,0,0,1,68,68,0,0,0,1,NaN,1,0,0,0,0
2697434603135,30961229700,先生,58,3,1,集团用户,22.86,26.35,27.44,0,0,0,291,286,341,25.55,0,306,10.86,14.35,15.44,0,0,0,0,0,NaN,NaN,0,0,0,0,9,9,0,0,0,1,NaN,0,0,0,0,0
2697479616563,30525771353,女士,56,3,1,大众用户,38,38.1,38,259.78,277.62,184.74,280,306,89,38.03,240.71,225,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,38,38,0,0,0,0,NaN,1,0,0,0,0
2694527682006,28105696877,先生,46,3,1,农村用户,20.8,20,19.2,0,12.51,0.01,354,412,194,20,4.17,320,2.8,2,1.2,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,1,NaN,1,0,0,0,0
2697473787003,30558277495,先生,53,3,1,农村用户,49.4,69.68,48.6,0,0,0,1048,726,816,55.89,0,863.33,40.4,60.68,39.6,0,0,0,0,0,NaN,NaN,0,0,0,0,8,8,0,0,0,1,NaN,0,0,0,0,0
2697616020501,27937547232,女士,58,0,1,农村用户,0,0,0,0.09,0,0.02,346,329,169,0,0.04,281.33,0,0,0,0,0,0,0,0,NaN,NaN,1,0,0,0,18,18,0.09,0.01,0.02,1,NaN,1,0,0,0,0
2697442093572,26131647541,先生,54,3,1,农村用户,30.17,40.72,58.73,0.17,1.07,8.17,298,402,844,43.21,3.14,514.67,10.07,20.52,35.53,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,0,NaN,1,0,0,0,0
2697602034342,27260806631,女士,49,2,1,农村用户,49,49,49.3,253.53,303,400.61,199,248,207,49.1,319.05,218,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,98,98,1.24,1.48,1.96,1,NaN,1,0,0,0,0
2697452650347,28234164408,先生,35,3,1,大众用户,133,104,104.1,1391.88,273.81,589.06,136,133,124,113.7,751.58,131,0,0,0,0,0,0,1,0,100,1,1,0,0,1,98,98,0,0,0,1,NaN,1,0,0,0,0
2697447685752,30458482975,先生,50,3,1,大众用户,7,7,8,1074.1,842.96,1154.05,253,209,255,7.33,1023.7,239,0,0,1,0,0,0,0,1,NaN,NaN,0,0,0,1,6,6,0,0,0,0,NaN,0,0,0,0,0
2697483831521,25829416824,先生,36,4,1,大众用户,69,69,69.38,8151.58,5544.05,4341.58,673,718,803,69.13,6012.4,731.33,0,0,0.38,0,0,0,0,0,NaN,NaN,0,0,0,1,68,68,79.61,54.15,0,1,NaN,1,0,0,0,1
2694514463423,28159163206,先生,39,4,1,大众用户,140.96,133.2,123.72,0,0,774.24,1570,1541,1482,132.63,258.08,1531,38.76,34.2,24.32,0,0,0,1,0,100,1,1,0,0,0,99,99,3.07,12.88,5.23,1,NaN,1,0,0,0,0
2689412399542,25943588892,先生,46,4,16,集团用户,133.53,135.92,134.08,8437.46,4790.01,4370.1,716,454,1026,134.51,5865.86,732,0,0,0,0,0,0,1,0,200,1,1,0,0,1,238,238,41,23.12,13.96,0,NaN,1,0,0,0,0
2697449094243,30460671018,女士,58,3,1,集团用户,44,44,44,0,0,0,123,262,281,44,0,222,0,0,0,0,0,0,1,0,60,1,1,0,0,0,18,18,0,0,0,1,NaN,2,0,0,0,0
2697457109901,26118260370,先生,52,3,1,大众用户,57.63,46.77,50.1,1795.13,1527.85,507.55,399,302,312,51.5,1276.84,337.67,13.63,2.77,6.1,0,0,0,0,0,NaN,NaN,0,0,0,0,38,38,0,0,24.76,1,NaN,1,0,0,0,0
2697451718864,27448847151,女士,31,4,1,大众用户,105,105,105,7154.12,5543.93,7725.32,616,680,713,105,6807.79,669.67,0,0,0,0,0,0,1,0,100,1,1,1,1,1,98,98,0,0,0,1,673195743,2,0,0,0,0
2689437309690,25687666794,先生,49,4,1,大众用户,141.9,140.9,141,3593.48,2362.32,4832.35,633,575,665,141.27,3596.05,624.33,0,0,0,0,0,0,1,0,100,1,1,1,0,1,88,88,NaN,50.56,NaN,1,NaN,1,0,0,0,0
2689415936231,26118611767,先生,59,4,15,农村用户,125,125,125,1528.89,1790.4,2072.17,216,215,226,125,1797.15,219,0,0,0,0,0,0,1,0,100,1,1,1,0,0,99,99,7.47,8.75,10.12,1,NaN,1,0,0,0,0
2697418365823,28105685075,先生,57,3,1,农村用户,57.6,45.6,48.9,0.38,0.04,0.03,275,367,248,50.7,0.15,296.67,18.6,6.6,9.9,0,0,0,0,0,NaN,NaN,0,0,0,1,38,38,0,0,0,1,NaN,1,0,1,0,0
2697505558046,27258685729,先生,54,3,1,农村用户,110.2,110.4,110,4507.6,2795.66,4471.7,200,364,123,110.2,3924.99,229,0,0,0,0,0,0,1,0,100,1,1,0,0,0,99,99,37.91,18.21,23.94,1,NaN,1,0,0,0,0
2697496492928,25893490548,先生,45,3,1,大众用户,89.2,90,214.2,2254.42,1115.56,0.37,336,318,680,131.13,1123.45,444.67,0,0,0,0,0,0,1,0,100,1,1,0,0,0,98,98,0,0,0,1,1869942968,2,0,0,1,1
2697430923120,25862907894,女士,46,3,1,农村用户,30.54,24.84,24.46,20.64,15.13,40.68,166,95,109,26.61,25.48,123.33,12.54,6.84,6.46,0,0,0,0,1,NaN,NaN,0,0,0,1,18,18,0,0,0,0,NaN,1,0,0,0,0
2697555590621,28058796248,女士,31,2,1,农村用户,16.2,16.2,16.2,81.56,105.23,87.04,132,490,402,16.2,91.28,341.33,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,18,18,0,0,0,1,NaN,1,0,0,0,0
2697561167845,28058305011,女士,53,3,1,农村用户,112,109.4,109.1,4448.03,1589.13,3083.97,487,167,672,110.17,3040.38,442,0,0,0,0,0,0,1,0,100,1,1,0,0,0,99,99,6.96,7.76,15.06,1,NaN,1,0,0,0,0
2697462603209,30937590138,先生,53,3,1,农村用户,89.2,89.2,99,6754.59,4075.61,6997.88,458,618,576,92.47,5942.69,550.67,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,99,99,32.97,0,34.17,0,NaN,1,0,0,0,0
2697435608744,25762718007,女士,55,3,1,集团用户,36.95,31.57,33.86,1.09,107.08,100.82,371,369,377,34.13,69.66,372.33,16.61,11.02,13.52,0,0,0,0,0,NaN,NaN,0,0,0,1,8,8,0,0,0,1,NaN,1,0,0,0,0
2697577793211,31110382111,女士,25,3,1,校园用户,119,119,119,9184.88,4444.22,4883.84,30,19,139,119,6170.98,62.67,0,0,0,0,0,0,1,0,0,1,1,0,0,1,59,59,17.94,8.68,9.53,0,NaN,1,0,0,1,1
2697503254686,30550252244,先生,21,3,1,校园用户,18,18,18.85,78.06,66.97,202.26,13,29,31,18.28,115.76,24.33,0,0,0,0,0,0.65,0,0,NaN,NaN,0,0,0,0,18,18,0,66.98,0,0,NaN,1,0,0,0,0
2697432016644,28059087424,先生,33,3,1,农村用户,54.24,53.16,53.1,4417.36,2650.3,2842.33,297,127,124,53.5,3303.33,182.67,1.14,0,0,0,0.16,0,0,0,NaN,NaN,0,0,0,0,53,38,0,0,0,0,NaN,1,0,0,0,0
2697560628542,25892854580,先生,50,1,1,农村用户,16.2,171.93,18,74.8,1172.21,326.3,61,112,58,68.71,524.44,77,0,0,0,0,153.73,0,0,0,NaN,NaN,0,0,0,1,18,18,74.81,0,0,1,NaN,1,0,0,0,0
2697591099607,31131351206,先生,41,3,1,农村用户,98.1,98,98,3337.49,0,1010.93,134,97,232,98.03,1449.47,154.33,0,0,0,0,0,0,1,0,100,1,1,0,1,1,98,98,0,0,0,1,NaN,1,0,0,0,0
2697606456189,28159037469,先生,14,1,1,农村用户,6,33.6,22,2076.93,6861.79,7703.12,32,124,80,20.53,5547.28,78.67,0,7.6,0,0,0,0,0,0,NaN,NaN,0,0,0,0,8,8,32.23,28.76,35.33,0,NaN,1,0,0,0,0
2697468718853,27258838785,先生,45,4,1,农村用户,206.5,106.29,106.1,3596.74,7880.6,4822.27,1939,1294,867,139.63,5433.2,1366.67,55.1,0.19,0,0,0,0,1,0,0,1,1,1,1,1,98,98,16.67,16.67,11.36,1,518216050,2,0,0,0,0
2697492233927,28158821087,先生,47,3,1,农村用户,52.89,35,35.1,1477.02,1841.63,3111.55,425,192,136,41,2143.4,251,0,0,0,22.79,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,1,NaN,1,0,0,0,0
2697538868911,27458855471,女士,46,2,1,<undefined>,0,0,62.3,0,0,0.01,0,0,325,62.3,0.01,325,0,0,48.3,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,9,9,0,0,0,1,NaN,0,0,0,0,0
2697438033298,27322205361,先生,59,3,1,校园用户,14.04,13.08,24.87,0,0,0,286,135,298,17.33,0,239.67,2.04,1.08,12.72,0,0,0,0,0,NaN,NaN,0,0,0,0,12,12,0,0,0,0,NaN,1,0,0,0,0
2697509924184,30525559474,先生,24,4,1,校园用户,59.2,59,59.2,5577.57,3429.22,4171.14,24,67,22,59.13,4392.64,37.67,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,58,58,0,0,0,1,NaN,1,0,0,0,0
2689412502644,25943571276,先生,49,4,15,集团用户,262.34,261.14,261.46,5204.98,5556.43,3525.36,793,614,765,261.65,4762.26,724,2.24,0.64,1.36,0,0,0,1,0,0,1,1,1,0,0,269,269,0,0,0,1,NaN,1,0,0,0,0
2697605794120,25988231005,女士,29,3,1,大众用户,103.1,103.1,102.2,12883.59,3835.28,2580.98,202,197,84,102.8,6433.28,161,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,99,99,62.91,18.73,12.6,1,5364447716,2,0,0,0,0
2697562444593,25883559441,先生,56,1,1,农村用户,22,22,22.2,0.44,0.8,0.41,169,197,424,22.07,0.55,263.33,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,0,NaN,0,0,0,0,0
2694515511367,28157946757,先生,52,4,1,大众用户,162.59,111.5,111.2,3653.18,744.65,800.04,1295,637,588,128.43,1732.62,840,47.69,0,0,0,0,0,1,0,100,1,1,0,0,1,99,99,55.05,32.77,28.53,1,NaN,0,0,1,0,0
2697432918668,28061497666,女士,58,3,1,农村用户,19,19,19.12,1.64,0.28,0.48,436,295,323,19.04,0.8,351.33,0,0,0.12,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,0,NaN,1,0,0,0,0
2697481455574,30458702627,女士,49,3,1,大众用户,22.3,19.2,23.7,373.28,182.74,154.35,298,273,283,21.73,236.79,284.67,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,1,NaN,1,0,0,0,0
2697456505915,25873048316,女士,45,3,1,集团用户,18.57,18.29,16.2,1646.36,1688.96,89.68,144,202,224,17.69,1141.67,190,0.57,0.19,0,0,0,0,0,1,NaN,NaN,0,0,0,1,18,18,0,0,0,0,NaN,1,0,0,0,1
2694520678942,25903714759,女士,52,3,1,大众用户,56.15,18,18,3361.59,712.36,1182.32,83,1,0,30.72,1752.09,28,2.85,0,0,20.1,0,0,0,0,NaN,NaN,0,0,0,1,18,18,0,0,0,0,NaN,1,0,0,0,0
2697426593989,25883658112,先生,55,3,1,农村用户,18,18,18,0.01,0.06,0.06,168,123,224,18,0.04,171.67,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,1,NaN,1,0,0,1,1
2697483257256,25873007009,先生,42,3,1,大众用户,134,127.9,127.85,4049.84,4302.45,2914.76,662,700,376,129.92,3755.68,579.33,0,0,0,0,0,0,1,0,200,1,1,1,1,1,99,99,0,0,0,1,NaN,1,0,0,0,0
2697493181442,27448861884,先生,32,4,1,农村用户,86.86,97.97,100.84,727.64,160.31,517.93,892,551,781,95.22,468.63,741.33,17.86,15.77,18.34,0,0,0,1,0,100,1,1,0,0,1,68,68,0.65,0,0,1,NaN,2,0,0,0,0
2697631470539,30050490978,女士,32,1,1,集团用户,31,31,31,1038.68,2683.39,1806.67,118,258,241,31,1842.91,205.67,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,98,98,5.07,13.1,8.69,1,NaN,1,0,0,0,0
2689416290801,26118923542,先生,56,3,13,农村用户,19,20,20.1,2504.17,3055.37,1234.37,96,115,141,19.7,2264.64,117.33,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,1,18,18,0,0,0,1,NaN,1,0,0,0,0
2689419426397,26231517662,先生,51,3,1,大众用户,21.15,21.1,23.94,0.06,0.04,0.09,87,93,122,22.06,0.06,100.67,1.95,2.1,4.84,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,1,NaN,1,0,0,1,1
2694518303750,25862909303,先生,48,3,1,农村用户,19,19,19,0,0,0,278,740,643,19,0,553.67,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,0,0,1,NaN,1,0,0,0,0
2694517228697,26231495438,女士,32,4,1,集团用户,101,101.1,102.2,1731.85,2188.78,1752.7,630,637,456,101.43,1891.11,574.33,0,0,0,0,0,0,1,0,100,1,1,0,0,1,98,98,8.46,10.69,8.56,1,NaN,1,0,0,0,0
2697422327520,27458690425,女士,47,3,1,农村用户,29,39,34.14,4.12,239.03,317.73,275,327,523,34.05,186.96,375,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,18,18,0,NaN,0,1,NaN,1,0,0,0,0
